"Отметка времени","If you weren't on master; what branch were you on? Please use the full code name of the branch, not short hand. The 'origin/' isn't needed.","What is the highest role you have in the team?","Who are you? Please use your discord name starting with a capital letter without the numbers. Don't use your server nickname.","Was this an observer game?","When did you play to? Note that if you didn't play until the end of the Weltkrieg it doesn't count towards the two games per month minimum.","When in real life did you start this game?","Did you crash?","If you did crash...","Were you in single-player or multi-player?","Who won the Spanish Civil War?","When did the Spanish Civil War end?","Who won the Indochinese War?","When did the Indochinese civil war end?","Who won the American Civil War?","If the American Civil War was a two-way, who won it?","If the American Civil War was a three-way, who won it?","If MacArthur retreated EAST, who won the ACW?","If MacArthur retreated WEST, who won the ACW?","If MacArthur did NOT retreat, who won the ACW?","When did the American Civil War end?","Did Canada intervene in the ACW?","When did the 2nd Weltkrieg start?","Who won the Franco-German part of the 2nd Weltkrieg?","Who won the Russo-German part of the 2nd Weltkrieg?","If the Reichspakt lost the 2nd Weltkrieg, when did they fall?","If the Internationale lost the 2nd Weltkrieg, when did France fall?","If the Internationale lost the 2nd Weltkrieg, when did Britain fall?","If Russia lost the 2nd Weltkrieg, when did they fall?","Did the Entente collapse?","If the Entente is alive, when did it join the Weltkrieg?","If Canada was defeated, when did they fall?","If Canada was defeated, who caused it?","If National France was defeated, when did they fall?","If National France was defeated, who did it?","If Austria is alive, when did it join the Weltkrieg?","If Austria intervened in the Weltkrieg and lost, when did they fall?","If the Pact won against Bulgaria, when did they attack Austria?","Did the Belgrade Pact win against Austria?","Did National France land on the mainland?","Did Canada land on Britain?","Who controls most of the Italian peninsula?","Who won the Argentinian-Chilean war?","When did the Argentinian-Chilean War end?","Who won the Argentinian-Brazilian war?","Who won the Fourth Balkan War? If one side is close to winning put them down.","If the Ottomans went Kemalist and Russia DID NOT intervene against them, who won the War in the Desert?","If the Ottomans went Federalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Kemalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","Did Azerbaijan join the Ottomans against Persia?","Which tags revolted against the Ottomans during the course of the game? Check all that apply.","Who controls most of the Indian subcontinent?","Did the Netherlands go socialist?","Which faction did Greece join?","When did the Zhifeng War start?","When did the Second Sino-Japanese War start?","When did the Fading Sun happen?","When was Sichuan annexed?","When was Yunnan annexed?","When was Shanxi annexed?","When was Qing annexed?","When was Fengtian annexed?","Did Japan go to war with Russia?","Who united China?","How far did Japan push into China (if they attacked)?","Who won the Xinjiang Civil War?","When did the Xinjiang Civil War end?","Who won the Northwestern War?","When did the Northwestern War end?","Who was the victor of the League War?","When did the League War end?","If someone intervened in the League War, who was it?"
"2022/07/29 1:59:22 PM GMT+4","","Dev","El Daddy","Yes","1948","2022-07-29","No","","Single-player","CNT-FAI","1939","Indochina","1938","USA","","USA","","","","1939","No","Late 1940","Reichspakt","Reichspakt","","1941","","","No","1940","","","","","1940","","","","No","Yes, was repelled","Italian Republic/Federation","Chile","1938","Did not happen","Bulgaria","Nobody","The Ottoman Empire","","","No","Iraq;Armenia","Bharatiya Commune","No","Third Internationale","1940","Did not happen","1943","1939","1940","1941","Did not happen","Did not happen","Started by Transamur","Nobody","Pushed back (with or without the Fading Sun)","Republic of East Turkestan","1939","Mongolia and Tibet","1939","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 1:59:35 PM GMT+4","","Dev","El Daddy","Yes","1946","2022-07-29","No","","Single-player","CNT-FAI","1939","GEA (with or without Vietnam)","1938","USA","","","USA","","Nobody","1941","No","Early 1940","Reichspakt","Nobody","","1943","","","No","1940","","","","","1940","","1940","No","Yes, successfully","Yes, was repelled","Italian Republic/Federation","Argentina","1939","Did not happen","The Pact","The Ottoman Empire","","","","No","Hejaz;Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Dominion of India","Yes","Entente","1939","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Started by Japan","Nobody","Conquered only the coastal states","Republic of East Turkestan","1941","Mongolia and Tibet","1938","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 1:59:49 PM GMT+4","","Dev","El Daddy","Yes","1947","2022-07-29","No","","Single-player","CNT-FAI","1937","GEA (with or without Vietnam)","1938","PSA","","","","","PSA","1940","No","Early 1940","Reichspakt","Reichspakt","","1942","1942","1943","No","1940","","","1945","Germany/the Reichspakt","Did not join","","","","Yes, successfully","Yes, successfully","Split between starting nations","Argentina","1941","Did not happen","Bulgaria","The Ottoman Empire","","","","No","Iraq;Kurdistan;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Third Internationale","1939","1944","Did not happen","1939","Did not happen","Did not happen","Did not happen","Did not happen","Started by Japan","Nobody","Could not push into China","Republic of East Turkestan","1939","Nobody","Did not end","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 2:00:02 PM GMT+4","","Dev","El Daddy","Yes","1941","2022-07-29","No","","Single-player","Carlists","1938","Nobody","Did not end","Nobody","","","Nobody","","Nobody","Did not end","Yes, sided with USA","Mid 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","1940","No","Yes, was repelled","No","Italian Republic/Federation","Chile","1938","Did not happen","The Pact","Nobody","Nobody","","","Yes, and the war did not end","Kurdistan;Assyria;Armenia;Cyrenaica","Split between starting nations","No","Entente","1938","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","Could not push into China","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Shandong Clique","Quarter 4, 1936",""
"2022/07/29 2:00:16 PM GMT+4","","Dev","El Daddy","Yes","1947","2022-07-29","No","","Single-player","CNT-FAI","1939","Indochina","1940","TEX","","TEX","","","","1940","No","Early 1940","Internationale","Russia","1942","","","","No","1940","","","1943","Internationale (not France)","1941","1942","1941","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Split between starting nations","Argentina","1939","Did not happen","The Pact","The Ottoman Empire","","","","No","Iraq;Kurdistan;Armenia;Cyrenaica","Bharatiya Commune","Yes","Third Internationale","1939","1941","Did not happen","1942","1941","Did not happen","1941","1944","Started by Russia","Fengtian alone","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Nanjing Clique","Quarter 3, 1936",""
"2022/07/29 2:00:30 PM GMT+4","","Dev","El Daddy","Yes","1948","2022-07-29","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1938","Nobody","","","","Nobody","Nobody","Did not end","Yes, sided with PSA","Early 1939","Nobody","Reichspakt","","","1942","1945","No","1939","","","","","1939","","","","Yes, was repelled","Yes, successfully","Italian Republic/Federation","Chile","1938","Did not happen","Bulgaria","The Ottoman Empire","","","","No","Iraq;Hejaz;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Third Internationale","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Republic of East Turkestan","1940","Mongolia and Tibet","1938","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 2:02:03 PM GMT+4","","Dev","El Daddy","Yes","1945","2022-07-29","No","","Single-player","CNT-FAI","1941","GEA (with or without Vietnam)","1937","USA","","","","","USA","1941","Yes, sided with USA","Late 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","","","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1939","Did not happen","Bulgaria","The Ottoman Empire","","","","Yes, and OTT won the war","Iraq;Cyprus;Armenia;Cyrenaica","Dominion of India","Yes","Entente","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1944","Did not happen","Started by Transamur","Nobody","","Nobody","Did not end","Mongolia and Tibet","1941","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 2:02:17 PM GMT+4","","Dev","El Daddy","Yes","1945","2022-07-29","No","","Single-player","CNT-FAI","1938","Indochina","1938","PSA","","","PSA","","Nobody","1944","Yes, declared war on CSA","Early 1940","Reichspakt","Reichspakt","","1942","","","No","1940","","","","","1940","","1940","No","Yes, successfully","Yes, was repelled","Italian Republic/Federation","Chile","1938","Did not happen","The Pact","The Ottoman Empire","","","","No","Armenia;Tripolitania","Puppeted by a foreign power","No","Moscow Accord","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1937","Nobody","Did not end","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 2:02:30 PM GMT+4","","Dev","El Daddy","Yes","1947","2022-07-29","No","","Single-player","CNT-FAI","1938","GEA (with or without Vietnam)","1936","USA","","USA","","","","1942","No","Late 1940","Reichspakt","Nobody","","After 1945","","","No","1940","","","","","1940","","1940","No","Yes, successfully","Yes, was repelled","Split between starting nations","Argentina","1939","Did not happen","The Pact","Nobody","The Cairo Pact","","","No","Iraq;Kurdistan;Armenia;Cyrenaica","Bharatiya Commune","No","Third Internationale","1939","1942","Did not happen","Did not happen","1939","Did not happen","1944","Did not happen","Started by Transamur","Fengtian alone","Conquered all of China","Kumul Khanate","1944","Mongolia and Tibet","1939","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 2:02:56 PM GMT+4","","Dev","El Daddy","Yes","1947","2022-07-29","No","","Single-player","CNT-FAI","1939","Nobody","Did not end","PSA","","","","","PSA","1939","Yes, sided with PSA","Early 1940","Reichspakt","Reichspakt","","1942","","1945","No","1940","","","","","Did not join","","","","Yes, successfully","Yes, was repelled","Split between starting nations","Argentina","1940","Did not happen","Bulgaria","The Cairo Pact","","","","Yes, but OTT still lost the war","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Dominion of India","No","Entente","1938","1941","1945","After 1945","After 1945","After 1945","Did not happen","1944","Started by Transamur","Zhili Qing","Pushed back (with or without the Fading Sun)","Nobody","Did not end","Ma Clique","After 1945","Nanjing Clique","Quarter 3, 1936",""
"2022/07/29 2:03:10 PM GMT+4","","Dev","El Daddy","Yes","1947","2022-07-29","No","","Single-player","Carlists","1939","GEA (with or without Vietnam)","1937","USA","","","USA","","Nobody","1940","Yes, sided with USA","Early 1940","Nobody","Nobody","","","1941","","Yes, during or after WK2","1940","1943","Germany/Reichspakt","1943","Germany/the Reichspakt","1940","","","","Yes, was repelled","Yes, successfully","Italian Republic/Federation","Argentina","1940","Argentina","Bulgaria","Nobody","The Ottoman Empire","","","No","Iraq;Kurdistan;Assyria;Armenia;Cyrenaica","Princely Federation/Hyderabad","No","Entente","1939","1941","Did not happen","1940","1943","1942","1943","1944","No","Fengtian alone","Conquered all of China","Republic of East Turkestan","1944","Mongolia and Tibet","1939","Shandong Clique","Quarter 2, 1937",""
"2022/07/29 2:03:23 PM GMT+4","","Dev","El Daddy","Yes","1947","2022-07-29","No","","Single-player","Kingdom of Spain","1940","GEA (with or without Vietnam)","1937","CSA","","CSA","","","","1940","No","Mid 1940","Nobody","Reichspakt","","","","1944","No","1940","","","","","1941","","1941","No","No","No","Split between starting nations","Chile","1938","Did not happen","The Pact","The Ottoman Empire","","","","No","Iraq;Hejaz;Kurdistan;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Third Internationale","1940","1944","Did not happen","Did not happen","1944","1939","1945","1945","No","Nobody","Conquered only the coastal states","Xinjiang Clique","1937","Ma Clique","1939","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 2:03:37 PM GMT+4","","Dev","El Daddy","Yes","1946","2022-07-29","No","","Single-player","CNT-FAI","1938","GEA (with or without Vietnam)","1938","TEX","","","","TEX","Nobody","1942","Yes, sided with AUS","Early 1939","Nobody","Nobody","","","1942","","No","1939","","","1943","Germany/the Reichspakt","1939","","","","Yes, was repelled","Yes, successfully","Italian Republic/Federation","Chile","1938","Did not happen","Bulgaria","The Ottoman Empire","","","","No","Armenia;Tripolitania","Split between starting nations","No","Third Internationale","1938","1940","Did not happen","Did not happen","1942","1938","Did not happen","Did not happen","Started by Transamur","Fengtian alone","Conquered all of China","Republic of East Turkestan","1938","Nobody","Did not end","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 2:03:50 PM GMT+4","","Dev","El Daddy","Yes","1947","2022-07-29","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1937","CSA","","","","CSA","Nobody","1942","Yes, sided with USA","Late 1940","Nobody","Reichspakt","","","1942","1945","Yes, before WK2","Did not join","After 1945","CSA","","","1941","","","","Yes, was repelled","Yes, successfully","Italian Republic/Federation","Argentina","1938","Did not happen","Bulgaria","Nobody","The Ottoman Empire","","","Yes, and OTT won the war","Iraq;Assyria;Armenia;Cyrenaica","Bharatiya Commune","No","Third Internationale","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","After 1945","Started by Japan","Nobody","","Republic of East Turkestan","1941","Mongolia and Tibet","1939","Left Kuomintang","Quarter 1, 1937",""
"2022/07/29 2:04:04 PM GMT+4","","Dev","El Daddy","Yes","1947","2022-07-29","No","","Single-player","CNT-FAI","1940","GEA (with or without Vietnam)","1937","PSA","","","PSA","","Nobody","1941","Yes, sided with PSA","Early 1939","Reichspakt","Russia","1940","1944","1940","","No","1940","","","","","1939","1940","1939","Yes, during or after WK2","Yes, successfully","Yes, successfully","Socialist Republic of Italy","Argentina","1940","Did not happen","The Pact","Nobody","","The Cairo Pact","","Yes, but OTT still lost the war","Cyprus;Armenia;Tripolitania","Princely Federation/Hyderabad","No","Moscow Accord","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Kumul Khanate","After 1945","Mongolia and Tibet","1939","Nanjing Clique","Quarter 3, 1936",""
"2022/07/29 2:04:18 PM GMT+4","","Dev","El Daddy","Yes","1946","2022-07-29","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1937","USA","USA","","","","","1939","Yes, sided with USA","Early 1940","Reichspakt","Nobody","","1944","1941","","No","1940","","","","","1940","","1940","No","Yes, successfully","Yes, successfully","Socialist Republic of Italy","Chile","1938","Did not happen","The Pact","Nobody","The Ottoman Empire","","","No","Iraq;Kurdistan;Armenia;Cyrenaica","Bharatiya Commune","No","Third Internationale","1938","After 1945","Did not happen","Did not happen","Did not happen","Before 1938","Did not happen","Did not happen","Started by Transamur","Nobody","Conquered only the coastal states","Republic of East Turkestan","1945","Mongolia and Tibet","1939","Anqing Clique","Quarter 4, 1936",""
"2022/07/29 2:04:31 PM GMT+4","","Dev","El Daddy","Yes","1947","2022-07-29","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1937","PSA","","","","","PSA","1940","Yes, sided with PSA","Early 1939","Nobody","Nobody","","","1940","","No","1940","","","","","1939","","","","Yes, was repelled","Yes, successfully","ANI Italy","Argentina","1938","Did not happen","Bulgaria","The Cairo Pact","","","","No","Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","Yes","Entente","1938","1940","Did not happen","Did not happen","Did not happen","1944","Did not happen","Did not happen","Started by Transamur","Nobody","Could not push into China","Republic of East Turkestan","1937","Nobody","Did not end","Left Kuomintang","Quarter 1, 1937",""
"2022/07/29 2:04:45 PM GMT+4","","Dev","El Daddy","Yes","1946","2022-07-29","No","","Single-player","CNT-FAI","1938","Indochina","1938","TEX","","","","","TEX","1941","No","Early 1940","Reichspakt","Reichspakt","","1942","","","Yes, during or after WK2","1940","1945","Germany/Reichspakt","1944","Germany/the Reichspakt","1942","","1942","No","Yes, successfully","Yes, was repelled","Two Sicilies","Argentina","1941","Did not happen","The Pact","The Ottoman Empire","","","","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Moscow Accord","1938","After 1945","Did not happen","Did not happen","1942","Did not happen","Did not happen","Did not happen","No","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Republic of East Turkestan","1937","Nobody","Did not end","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 2:04:59 PM GMT+4","","Dev","El Daddy","Yes","1948","2022-07-29","No","","Single-player","CNT-FAI","1937","GEA (with or without Vietnam)","1938","CSA","","","CSA","","Nobody","1942","Yes, sided with USA","Early 1940","Reichspakt","Reichspakt","","1943","1943","","No","1940","","","After 1945","Someone else","1940","","1940","No","Yes, successfully","Yes, successfully","Socialist Republic of Italy","Argentina","1938","Brazil","The Pact","Nobody","The Ottoman Empire","","","No","Iraq;Assyria;Armenia","Princely Federation/Hyderabad","No","Entente","1940","1941","Did not happen","1940","1943","1938","1941","Did not happen","No","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Kumul Khanate","After 1945","Mongolia and Tibet","1939","Shandong Clique","Quarter 2, 1937",""
"2022/07/29 2:05:12 PM GMT+4","","Dev","El Daddy","Yes","1948","2022-07-29","No","","Single-player","CNT-FAI","1938","GEA (with or without Vietnam)","","CSA","","CSA","","","","1938","Yes, declared war on CSA","Early 1940","Reichspakt","Reichspakt","","1944","Second Peace with Honour","After 1945","Yes, during or after WK2","1940","1944","CSA","","","1943","","","","Yes, successfully","No","Italian Republic/Federation","Argentina","1938","Did not happen","Bulgaria","The Ottoman Empire","","","","No","Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","Yes","Third Internationale","1939","1941","Did not happen","Did not happen","1944","Before 1938","Did not happen","1945","No","Nobody","Conquered all of China","Nobody","Did not end","Mongolia and Tibet","1938","Nanjing Clique","Quarter 4, 1936",""
"2022/07/29 2:46:25 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","1945","2022-07-29","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1938","CSA","","","CSA","","","1940","Yes, sided with USA","Early 1940","Reichspakt","Nobody","","1945","1941","","No","Did not join","","","","","Did not join","","","","Yes, successfully","Yes, successfully","Socialist Republic of Italy","Chile","1938","Did not happen","Bulgaria","Nobody","Nobody","","","No","Iraq;Kurdistan;Armenia;Cyrenaica","Bharatiya Commune","No","Entente","1938","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","Could not push into China","Nobody","Did not end","Mongolia and Tibet","1938","Nanjing Clique","Quarter 1, 1937",""
"2022/07/29 2:46:40 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","1944","2022-07-29","No","","Single-player","CNT-FAI","1939","Indochina","","USA","","USA","","","","1939","No","Early 1940","Nobody","Nobody","","","1943","","No","1940","","","","","1942","","1942","No","Yes, was repelled","Yes, successfully","Split between starting nations","Chile","1938","Did not happen","The Pact","The Cairo Pact","","","","No","Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Belgrade Pact","1939","1940","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","Conquered only the coastal states","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Shandong Clique","Quarter 1, 1937",""
"2022/07/29 2:46:55 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","1945","2022-07-29","No","","Single-player","CNT-FAI","1937","Nobody","Did not end","CSA","","","CSA","","","1941","No","Early 1939","Internationale","Russia","1942","","","","No","1939","","","1944","","1939","1943","1939","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Split between starting nations","Argentina","1939","Did not happen","The Pact","The Cairo Pact","","","","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Puppeted by a foreign power","No","Entente","1938","Did not happen","Did not happen","1944","Did not happen","1944","Did not happen","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1939","Nanjing Clique","Quarter 4, 1936",""
